book name,book_id,Likutei Shoshanim_id,link_to_nli_page,title,type,record_id,language_nli,publisher,format,thumbnail,link_to_marc,subject,contributors,vertitle-yivo,institution-yivo,delcategory-yivo,creator-yivo,creationdate-yivo,lds29-yivo,availinstitution-yivo,subject-yivo,format-yivo,availlibrary-yivo,language-yivo,type-yivo,title-yivo,version-yivo,contributor-yivo,publisher-yivo,availpnx-yivo,lds10-yivo,lds01-yivo,unititle-yivo,lds03-yivo
"אחיאסף, תרס""ב",990011571840205171,,,"אחיאסף לוח-עם ספרותי ושמושי עם תמונות וציורים לשנת תרנ""ד-תרפ""ג.",journal,990011571840205171,heb,ווארשא : דפוסים שונים,"13 כרכים ; 21 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990011571840205171,Hebrew literature -- Periodicals,"לילינבלום, משה יהודה ליב בן צבי, 1843-1910; לילינבלום, משה יהודה ליב בן צבי, 1843-1910  ברינין, ראובן, 1862-1939; ברינין, ראובן, 1862-1939  קלוזנר, יוסף, 1874-1958; קלוזנר, יוסף, 1874-1958  טהון, יהושע, 1870-1936; טהון, יהושע, 1870-1936",,,,,,,,,,,,,,,,,,,,,
מורה נבוכי הזמן. קראבעאל,990012088140205171,,https://www.nli.org.il/en/books/NNL_ALEPH990012088140205171,מורה נבוכי הזמן : ספר מורה אמונה צרופה ומלמד חכמת ישראל / חברו ... רבי נחמן הכהן קראכמאל ... הכינו והוציאו לאור יום טוב ליפמן צונץ מברלין.,book,990012088140205171,heb,לעמבערג : דפוס י. שניידער,"[15], IV, 300, 47, 7 עמודים ; 24 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE141701149,https://iiif.nli.org.il/IIIFv21/marc/bib/990012088140205171,Jewish philosophy -- 19th century,"צונץ, יום טוב ליפמן, 1794-1886; צונץ, יום טוב ליפמן, 1794-1886 לב, עמנואל, 1854-1944 (מעיר); לב, עמנואל, 1854-1944",,,,,,,,,,,,,,,,,,,,,
השחר. 4,990002787280205171,,,"השחר : ... בו יבואו א) מאמרי חכמה ... תולדות אנשי השם ... ב) ספורים בדוים שירים ומסעות ... ג) באורים בכתבי הקודש, בתלמוד מדרשים ... ד) חדשות הנעשות בארץ ... ה) מכתבי אנשי השם / ... יוצא לאור מדי חדש בחדשו על ידי פרץ בן משה סמאלענסקין.",journal,990002787280205171,heb,ווין,11 כרכים.,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE13505505,https://iiif.nli.org.il/IIIFv21/marc/bib/990002787280205171,Judaism -- Periodicals,"סמולנסקין, פרץ בן משה, 1842-1885; סמולנסקין, פרץ בן משה, 1842-1885",,,,,,,,,,,,,,,,,,,,,
שיח יצחק. יומא ,990019385650205171,,https://www.nli.org.il/en/books/NNL_ALEPH990019385650205171,"ספר שיח יצחק : חלק ראשון חדושים על גפ""ת ופירוש תוספות ישנים על מסכת יומא עם באור לשונות הרמבם ... לקוטי מחדושי ומפסקי הרב המאירי כתיבת יד ... / כל אלה חבר ... במוה""ר יצחק נוניס ואיס ...",book,990019385650205171,heb,ליוורנו : משה עטיאס,"[3], קעט דפים ; 30 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE152107433,https://iiif.nli.org.il/IIIFv21/marc/bib/990019385650205171,Talmud Bavli. Yevamot -- Commentaries,"עטיאס, משה (מדפיס); עטיאס, משה","ספר שיח יצחק : חלק ראשון, והוא חידושים ... על מסכת יומא : עם ביאור לשונות הרמב״ם ... לקוטי מחידושי המאירי ... לקוטי מהרב אברהם בן מוסא",CJH,Online Resource,"נוניס ואיס, יצחק יוסף, נפ׳ 1768. ; Yitsḥaḳ Nunes Ṿais -1768",526 [1765 or 1766],CJH_ALEPH000007779,$$ICJH$$Savailable,תלמוד,"179, that is, 358 pages ; 32 cm",$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(וו/2ד־ 39 1766 X)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,"Sefer Śiaḥ Yitsḥaḳ : ḥeleḳ rishon, ṿe-hu ḥidushim ... ʻal masekhet Yoma : ʻim beʼur leshonot ha-Rambam ... liḳuṭe me-ḥidushe ha-Meʼiri ... liḳuṭe meha-rav Avraham ben Musa / kol eleh ḥubru ... Yitsḥaḳ Nunes Ṿaʼis.",1,"מאירי, מנחם בן שלמה, 1249-1306; אברהם בן מוסא, המאה ה־71; פרוסולוני, יצחק חיים, נפ׳ 4971; Menahem ben Solomon Meiri 1249-1306; Yitsḥaḳ Ḥayim Frosoloni d. 1794.; Abraham ben Musa, active 17th century; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Liṿorno : Be-vet uvi-defus shel M. ʻAṭiʼas, 526 [1765 or 1766]; ליוורנו : בבית ובדפוס של מ. עטיאס, 526 [1765 or 1766]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,וו/2ד־ 39 1766 X
"ע""ס יומא ",990021056640205171,,https://www.nli.org.il/en/books/NNL_ALEPH990021056640205171,"[תלמוד בבלי] / ... עם פירוש רש""י ותוספות ופסקי תוספות ורבינו אשר ופירוש המשניות מהרמ""בם, עם מורה מקום בתלמוד ... ונקרא מסורת התלמוד ... עין משפט ... נר מצוה ; ... גם [הגהות] ... מהרר שלמה לוריא ...",book,990021056640205171,heb,קושטאנדינא : דפוס יוסף (ושלמה) יעבץ,"16 כרכים ([א-טז]) ; 33 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE35676528,https://iiif.nli.org.il/IIIFv21/marc/bib/990021056640205171,Talmud Bavli,"יעבץ, יוסף בן יצחק (מדפיס); יעבץ, יוסף בן יצחק יעבץ, שלמה בן יצחק (מדפיס); יעבץ, שלמה בן יצחק",פירוש המשניות,CJH,Online Resource,עובדיה מברטנורה. ; Obadiah Bertinoro approximately 1450-approximately 1516,308-309 [1548-1549],CJH_ALEPH000005512,$$ICJH$$Savailable,Mishnah -- Commentaries -- Early works to 1800,6 volumes in 1 ; 21 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Venice 1548-49)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,Perush ha-Mishnayot / ḥibro ʻOvadyah mi-Berṭenorah asher nafsho iṿtah otah ṿa-yaʻaś bi-Yerushalayim ʻir ha-ḳodesh t.b.b.,1,"Meʼir ben Yaʻaḳov Parentsone -1575 Printer. מאיר בן יעקב, איש פרענץ, מדפיס.; Mathias Strashun 1817-1885, Former owner.; Hevrat Ohave Torah (Vilna), Former owner.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿinitsya : Bi-vet Mesir Ḳarlo Ḳṿirini : al yede Meir ben Yaakov Ish Parintzo, 308-309 [1548-1549]; ויניציא : בדפוס מסיר קארלו קוויריני : על ידי מאיר בן יעקב איש פארינצו, 308-309 [1548-1549]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Venice 1548-49
האבות והבנים,990013462630205171,1067_LS,https://www.nli.org.il/en/books/NNL_ALEPH990013462630205171,האבות והבנים : ספור-אהבים / מאת שלום יעקב בן חיים משה אברמויץ.,book,990013462630205171,heb,"אדעסא : דפוס מ""א בעלינסאן","[8], 162, [2] עמודים ; 21 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE128056687,https://iiif.nli.org.il/IIIFv21/marc/bib/990013462630205171,,,,,,,,,,,,,,,,,,,,,,,
"אחיאסף. תרנ""ד ",990011571840205171,,,"אחיאסף לוח-עם ספרותי ושמושי עם תמונות וציורים לשנת תרנ""ד-תרפ""ג.",journal,990011571840205171,heb,ווארשא : דפוסים שונים,"13 כרכים ; 21 ס""מ.",,https://iiif.nli.org.il/IIIFv21/marc/bib/990011571840205171,Hebrew literature -- Periodicals,"לילינבלום, משה יהודה ליב בן צבי, 1843-1910; לילינבלום, משה יהודה ליב בן צבי, 1843-1910  ברינין, ראובן, 1862-1939; ברינין, ראובן, 1862-1939  קלוזנר, יוסף, 1874-1958; קלוזנר, יוסף, 1874-1958  טהון, יהושע, 1870-1936; טהון, יהושע, 1870-1936",,,,,,,,,,,,,,,,,,,,,
"מס' ר""ה",990021056640205171,,https://www.nli.org.il/en/books/NNL_ALEPH990021056640205171,"[תלמוד בבלי] / ... עם פירוש רש""י ותוספות ופסקי תוספות ורבינו אשר ופירוש המשניות מהרמ""בם, עם מורה מקום בתלמוד ... ונקרא מסורת התלמוד ... עין משפט ... נר מצוה ; ... גם [הגהות] ... מהרר שלמה לוריא ...",book,990021056640205171,heb,קושטאנדינא : דפוס יוסף (ושלמה) יעבץ,"16 כרכים ([א-טז]) ; 33 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE35676528,https://iiif.nli.org.il/IIIFv21/marc/bib/990021056640205171,Talmud Bavli,"יעבץ, יוסף בן יצחק (מדפיס); יעבץ, יוסף בן יצחק יעבץ, שלמה בן יצחק (מדפיס); יעבץ, שלמה בן יצחק",מסורת התלמוד.,CJH,Online Resource,,283 [1523],CJH_ALEPH000055372,$$ICJH$$Savailable,Talmud -- Indexes,54 numbered leaves ; 27 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Salonika 1523)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,Masoret ha-Talmud ...,1,"Mathias Strashun 1817-1885, Former owner.; Yehudah Gedalyah Printer.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","[Śaloniḳi] : Don Yehudah le-Bait Gedaliah, 283 [1523]; [שאלוניקי] : דון יהודה לבית גדליה, זרו״ע [1523]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Salonika 1523
די' סנהדין,990021056640205171,,https://www.nli.org.il/en/books/NNL_ALEPH990021056640205171,"[תלמוד בבלי] / ... עם פירוש רש""י ותוספות ופסקי תוספות ורבינו אשר ופירוש המשניות מהרמ""בם, עם מורה מקום בתלמוד ... ונקרא מסורת התלמוד ... עין משפט ... נר מצוה ; ... גם [הגהות] ... מהרר שלמה לוריא ...",book,990021056640205171,heb,קושטאנדינא : דפוס יוסף (ושלמה) יעבץ,"16 כרכים ([א-טז]) ; 33 ס""מ.",https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE35676528,https://iiif.nli.org.il/IIIFv21/marc/bib/990021056640205171,Talmud Bavli,"יעבץ, יוסף בן יצחק (מדפיס); יעבץ, יוסף בן יצחק יעבץ, שלמה בן יצחק (מדפיס); יעבץ, שלמה בן יצחק",פירוש המשניות,CJH,Online Resource,עובדיה מברטנורה. ; Obadiah Bertinoro approximately 1450-approximately 1516,308-309 [1548-1549],CJH_ALEPH000005512,$$ICJH$$Savailable,Mishnah -- Commentaries -- Early works to 1800,6 volumes in 1 ; 21 cm,$$ICJH$$LYIVOL$$1Rare Book Collection$$2(Venice 1548-49)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAR,heb,book,Perush ha-Mishnayot / ḥibro ʻOvadyah mi-Berṭenorah asher nafsho iṿtah otah ṿa-yaʻaś bi-Yerushalayim ʻir ha-ḳodesh t.b.b.,1,"Meʼir ben Yaʻaḳov Parentsone -1575 Printer. מאיר בן יעקב, איש פרענץ, מדפיס.; Mathias Strashun 1817-1885, Former owner.; Hevrat Ohave Torah (Vilna), Former owner.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿinitsya : Bi-vet Mesir Ḳarlo Ḳṿirini : al yede Meir ben Yaakov Ish Parintzo, 308-309 [1548-1549]; ויניציא : בדפוס מסיר קארלו קוויריני : על ידי מאיר בן יעקב איש פארינצו, 308-309 [1548-1549]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Venice 1548-49
השחר. 6,990002787280205171,,,"השחר : ... בו יבואו א) מאמרי חכמה ... תולדות אנשי השם ... ב) ספורים בדוים שירים ומסעות ... ג) באורים בכתבי הקודש, בתלמוד מדרשים ... ד) חדשות הנעשות בארץ ... ה) מכתבי אנשי השם / ... יוצא לאור מדי חדש בחדשו על ידי פרץ בן משה סמאלענסקין.",journal,990002787280205171,heb,ווין,11 כרכים.,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE13505505,https://iiif.nli.org.il/IIIFv21/marc/bib/990002787280205171,Judaism -- Periodicals,"סמולנסקין, פרץ בן משה, 1842-1885; סמולנסקין, פרץ בן משה, 1842-1885",,,,,,,,,,,,,,,,,,,,,
די' . 10 ,9900004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דברי ימי ישראל. שפ""ר, א' ",990018705240205171,,https://www.nli.org.il/en/books/NNL_ALEPH990018705240205171,דברי ימי היהודים : מראשית היותם מימי קדם עד הימים האלה ... / נעתקים לשפת עבר מאת אברהם כהן קאפלאן ...,book,990018705240205171,heb,וויען : האחים ווינטער,8,https://rosetta.nli.org.il/delivery/DeliveryManagerServlet?dps_func=thumbnail&dps_pid=IE91486081,https://iiif.nli.org.il/IIIFv21/marc/bib/990018705240205171,Jews -- History,"קפלן, אברהם; קפלן, אברהם",ספר מגן אברהם,CJH,Online Resource,"לניאדו, אברהם בן יצחק. ; Abraham ben Isaac Laniado",363 [1603],CJH_ALEPH000004160,$$ICJH$$Savailable,"Jewish sermons, Hebrew -- Early works to 1800",180 leaves ; 19 cm,$$ICJH$$LYIVOL$$1Rabbinic Collection$$2(Venice 1603)$$Savailable$$31$$40$$5N$$60$$XCJH50$$YYIVOL$$ZYIRAB,heb,book,Sefer Magen Avraham / Avraham Laniʼado ; ṿe-hugah ʻa. y. Yitsḥaḳ Gershon.,1,"גרשון, יצחק, active 1576-1620; Isaac Gershon active 1576-1620 Corrector.; Daniele Zanetti active 1576-1605 Printer.; Mathias Strashun 1817-1885, Former owner.; This book was digitized as part of the Edward Blank YIVO Vilna Online Collections Project, a 7-year international project to preserve, digitize, and virtually reunite YIVO's prewar library and archival collections located in New York City and Vilnius, Lithuania, through a dedicated web portal.","Ṿenetsiʼah : Daniyel Zaneṭi, 363 [1603]; ויניציאה : במצות דניאל זאניטי ובביתו, שס""ג [1603]",available,"Digital images of this item may be used for personal, research and educational purposes only. Publication (including posting on the Internet and online exhibitions) or any other use without prior authorization is prohibited. Please visit https://www.yivo.org/Rights-Reproductions for more information about use of materials from this website.",YIVO,,Venice 1603
